lemma,lemma_normalized,pos,gloss,example,example_english,source_url,source_name,flags
kahikaw,kahikaw,noun,"envy, spite",,,https://en.wiktionary.org/wiki/kahikaw,wiktionary,
kahilwayan,kahilwayan,noun,freedom; liberty,,,https://en.wiktionary.org/wiki/kahilwayan,wiktionary,
kahinguyangan,kahinguyangan,noun,"expenditure, waste",,,https://en.wiktionary.org/wiki/kahinguyangan,wiktionary,
kahoy,kahoy,noun,tree; wood,,,https://en.wiktionary.org/wiki/kahoy,wiktionary,
kahubug,kahubug,noun,drunkenness; intoxication; inebriation,,,https://en.wiktionary.org/wiki/kahubug,wiktionary,
kaisug,kaisug,noun,courage,,,https://en.wiktionary.org/wiki/kaisug,wiktionary,
kalabasa,kalabasa,noun,squash,,,https://en.wiktionary.org/wiki/kalabasa,wiktionary,
kaladlawan,kaladlawan,noun,comic,,,https://en.wiktionary.org/wiki/kaladlawan,wiktionary,
kalag,kalag,noun,a ghost; a spirit; a soul,,,https://en.wiktionary.org/wiki/kalag,wiktionary,
kalagday,kalagday,noun,"gentleness, tenderness",,,https://en.wiktionary.org/wiki/kalagday,wiktionary,
kalaglagan,kalaglagan,noun,"destruction, perdition, ruin",,,https://en.wiktionary.org/wiki/kalaglagan,wiktionary,
kalamunding,kalamunding,noun,calamondin,,,https://en.wiktionary.org/wiki/kalamunding,wiktionary,
kalan-on,kalan-on,noun,"food, especially rice",,,https://en.wiktionary.org/wiki/kalan-on,wiktionary,
kalayo,kalayo,noun,fire; flame,,,https://en.wiktionary.org/wiki/kalayo,wiktionary,
kaldera,kaldera,noun,caldera,,,https://en.wiktionary.org/wiki/kaldera,wiktionary,
kalibutan,kalibutan,noun,world,,,https://en.wiktionary.org/wiki/kalibutan,wiktionary,
kalipay,kalipay,noun,happiness,,,https://en.wiktionary.org/wiki/kalipay,wiktionary,
kalis,kalis,noun,A Filipino sword akin to the kris.,,,https://en.wiktionary.org/wiki/kalis,wiktionary,
kalisang,kalisang,noun,"horror, terror",,,https://en.wiktionary.org/wiki/kalisang,wiktionary,
kalooy,kalooy,noun,mercy,,,https://en.wiktionary.org/wiki/kalooy,wiktionary,
kalsada,kalsada,noun,road; street,,,https://en.wiktionary.org/wiki/kalsada,wiktionary,
kamalig,kamalig,noun,hut,,,https://en.wiktionary.org/wiki/kamalig,wiktionary,
kamatayon,kamatayon,noun,death Antonym: kinabuhi,,,https://en.wiktionary.org/wiki/kamatayon,wiktionary,
kamatis,kamatis,noun,tomato,,,https://en.wiktionary.org/wiki/kamatis,wiktionary,
kamatuoran,kamatuoran,noun,truth; veracity,,,https://en.wiktionary.org/wiki/kamatuoran,wiktionary,
kampana,kampana,noun,large bell,,,https://en.wiktionary.org/wiki/kampana,wiktionary,
kan-on,kan-on,noun,boiled rice; cooked rice,,,https://en.wiktionary.org/wiki/kan-on,wiktionary,
kanding,kanding,noun,goat,,,https://en.wiktionary.org/wiki/kanding,wiktionary,
kapanganuran,kapanganuran,noun,the clouds,,,https://en.wiktionary.org/wiki/kapanganuran,wiktionary,
kapatid,kapatid,noun,sibling,,,https://en.wiktionary.org/wiki/kapatid,wiktionary,
kapatol,kapatol,noun,"strength, determination",,,https://en.wiktionary.org/wiki/kapatol,wiktionary,
kapaul,kapaul,noun,"fatigue, weariness",,,https://en.wiktionary.org/wiki/kapaul,wiktionary,
kapay,kapay,noun,crazy; insane,,,https://en.wiktionary.org/wiki/kapay,wiktionary,
kape,kape,noun,(obsolete) Pronunciation spelling of keep.,,,https://en.wiktionary.org/wiki/kape,wiktionary,
kapid,kapid,noun,nominative plural of kapp,,,https://en.wiktionary.org/wiki/kapid,wiktionary,
kapilya,kapilya,noun,chapel,,,https://en.wiktionary.org/wiki/kapilya,wiktionary,
karabaw,karabaw,noun,carabao; water buffalo,,,https://en.wiktionary.org/wiki/karabaw,wiktionary,
karnabal,karnabal,noun,carnival; fair traveling amusement park,,,https://en.wiktionary.org/wiki/karnabal,wiktionary,
karwahe,karwahe,noun,four-wheeled horse-drawn carriage,,,https://en.wiktionary.org/wiki/karwahe,wiktionary,
kasag,kasag,noun,crab (saltwater),,,https://en.wiktionary.org/wiki/kasag,wiktionary,
kasing,kasing,noun,"a top or spinning top, made of wood and spun by a string",,,https://en.wiktionary.org/wiki/kasing,wiktionary,
kasingkasing,kasingkasing,noun,(anatomy) heart,,,https://en.wiktionary.org/wiki/kasingkasing,wiktionary,
kasirum,kasirum,noun,evening,,,https://en.wiktionary.org/wiki/kasirum,wiktionary,
kasisit-an,kasisit-an,noun,"difficulties, troubles",,,https://en.wiktionary.org/wiki/kasisit-an,wiktionary,
kasulya,kasulya,noun,(Christianity) chasuble,,,https://en.wiktionary.org/wiki/kasulya,wiktionary,
katig,katig,noun,outrigger,,,https://en.wiktionary.org/wiki/katig,wiktionary,
Katsila,katsila,noun,Spanish,,,https://en.wiktionary.org/wiki/Katsila,wiktionary,
katulundan,katulundan,noun,sunset,,,https://en.wiktionary.org/wiki/katulundan,wiktionary,
kauswagan,kauswagan,noun,advancement; improvement,,,https://en.wiktionary.org/wiki/kauswagan,wiktionary,
kawa,kawa,noun,Alternative form of kava.,,,https://en.wiktionary.org/wiki/kawa,wiktionary,
kawatan,kawatan,noun,a toy An paborito kong kawatan.My favorite toy.,,,https://en.wiktionary.org/wiki/kawatan,wiktionary,
kawayan,kawayan,noun,bamboo,,,https://en.wiktionary.org/wiki/kawayan,wiktionary,
kawayanan,kawayanan,noun,bamboo grove or plantation,,,https://en.wiktionary.org/wiki/kawayanan,wiktionary,
kawing,kawing,noun,present participle and gerund of kaw,,,https://en.wiktionary.org/wiki/kawing,wiktionary,
kawit,kawit,noun,hook,,,https://en.wiktionary.org/wiki/kawit,wiktionary,
kawkus,kawkus,noun,caucus,,,https://en.wiktionary.org/wiki/kawkus,wiktionary,
kilat,kilat,noun,lightning (flash of light),,,https://en.wiktionary.org/wiki/kilat,wiktionary,
kilay,kilay,noun,(anatomy) eyebrow; brow,,,https://en.wiktionary.org/wiki/kilay,wiktionary,
kinataohan,kinataohan,noun,birthday,,,https://en.wiktionary.org/wiki/kinataohan,wiktionary,
kolera,kolera,noun,"anger, rage",,,https://en.wiktionary.org/wiki/kolera,wiktionary,
kolintas,kolintas,noun,rosary,,,https://en.wiktionary.org/wiki/kolintas,wiktionary,
koltson,koltson,noun,mattress,,,https://en.wiktionary.org/wiki/koltson,wiktionary,
kompanyero,kompanyero,noun,companion,,,https://en.wiktionary.org/wiki/kompanyero,wiktionary,
konbensyon,konbensyon,noun,"convention, meeting",,,https://en.wiktionary.org/wiki/konbensyon,wiktionary,
korason,korason,noun,(anatomy) heart,,,https://en.wiktionary.org/wiki/korason,wiktionary,
kubrekama,kubrekama,noun,bedsheet; bedspread,,,https://en.wiktionary.org/wiki/kubrekama,wiktionary,
kudyapi,kudyapi,noun,a boat-shaped lute,,,https://en.wiktionary.org/wiki/kudyapi,wiktionary,
kulantro,kulantro,noun,cilantro (US); coriander (UK),,,https://en.wiktionary.org/wiki/kulantro,wiktionary,
kuning,kuning,noun,yellow,,,https://en.wiktionary.org/wiki/kuning,wiktionary,
kuring,kuring,noun,cat,,,https://en.wiktionary.org/wiki/kuring,wiktionary,
kusina,kusina,noun,kitchen,,,https://en.wiktionary.org/wiki/kusina,wiktionary,
kutkut,kutkut,noun,alternative spelling of kutkot,,,https://en.wiktionary.org/wiki/kutkut,wiktionary,
kuto,kuto,noun,louse,,,https://en.wiktionary.org/wiki/kuto,wiktionary,
kutsara,kutsara,noun,spoon,,,https://en.wiktionary.org/wiki/kutsara,wiktionary,
kutsarita,kutsarita,noun,teaspoon,,,https://en.wiktionary.org/wiki/kutsarita,wiktionary,
kutsilyo,kutsilyo,noun,(cutlery) kitchen knife,,,https://en.wiktionary.org/wiki/kutsilyo,wiktionary,
kutud,kutud,noun,"boundary, line",,,https://en.wiktionary.org/wiki/kutud,wiktionary,
kuul,kuul,noun,"ball, especially a heavy one",,,https://en.wiktionary.org/wiki/kuul,wiktionary,
kwadra,kwadra,noun,shed,,,https://en.wiktionary.org/wiki/kwadra,wiktionary,
kwarentenas,kwarentenas,noun,quarantine,,,https://en.wiktionary.org/wiki/kwarentenas,wiktionary,
labaha,labaha,noun,razor,,,https://en.wiktionary.org/wiki/labaha,wiktionary,
lag-it,lag-it,noun,"cheat, imposter, sneak, swindler, trickster",,,https://en.wiktionary.org/wiki/lag-it,wiktionary,
lagari,lagari,noun,saw (tool),,,https://en.wiktionary.org/wiki/lagari,wiktionary,
lagwerta,lagwerta,noun,alternative form of laguwerta,,,https://en.wiktionary.org/wiki/lagwerta,wiktionary,
lagwertero,lagwertero,noun,gardener,,,https://en.wiktionary.org/wiki/lagwertero,wiktionary,
lala,lala,noun,Alternative form of ilala.,,,https://en.wiktionary.org/wiki/lala,wiktionary,
lalaki,lalaki,noun,a man; a male human Coordinate term: babayi,,,https://en.wiktionary.org/wiki/lalaki,wiktionary,
lamok,lamok,noun,mosquito,,,https://en.wiktionary.org/wiki/lamok,wiktionary,
landong,landong,noun,shadow,,,https://en.wiktionary.org/wiki/landong,wiktionary,
lanog,lanog,noun,"weal; bruise, black eye",,,https://en.wiktionary.org/wiki/lanog,wiktionary,
lansang,lansang,noun,nail (metal pin),,,https://en.wiktionary.org/wiki/lansang,wiktionary,
langgaw,langgaw,noun,vinegar,,,https://en.wiktionary.org/wiki/langgaw,wiktionary,
langit,langit,noun,sky,,,https://en.wiktionary.org/wiki/langit,wiktionary,
langoy,langoy,noun,"swim, swimming",,,https://en.wiktionary.org/wiki/langoy,wiktionary,
lap-ok,lap-ok,noun,blister,,,https://en.wiktionary.org/wiki/lap-ok,wiktionary,
larawanan,larawanan,noun,photographer's studio,,,https://en.wiktionary.org/wiki/larawanan,wiktionary,
lasi,lasi,noun,to leave,,,https://en.wiktionary.org/wiki/lasi,wiktionary,
latagon,latagon,noun,"valley, a rural area",,,https://en.wiktionary.org/wiki/latagon,wiktionary,
latayan,latayan,noun,a narrow bridge often with no handrail,,,https://en.wiktionary.org/wiki/latayan,wiktionary,
latok,latok,noun,(dated) small table,,,https://en.wiktionary.org/wiki/latok,wiktionary,
lawa,lawa,noun,spider,,,https://en.wiktionary.org/wiki/lawa,wiktionary,
lawas,lawas,noun,old,,,https://en.wiktionary.org/wiki/lawas,wiktionary,
layi,layi,noun,adultery,,,https://en.wiktionary.org/wiki/layi,wiktionary,
libre,libre,noun,"(obsolete, rare) Especially of the will: free, independent, unconstrained.",,,https://en.wiktionary.org/wiki/libre,wiktionary,
likod,likod,noun,(anatomy) back,,,https://en.wiktionary.org/wiki/likod,wiktionary,
lima,lima,noun,Alternative letter-case form of Lima of the ICAO/NATO radiotelephony alphabet.,,,https://en.wiktionary.org/wiki/lima,wiktionary,
linaw,linaw,noun,"clarity, clearness",,,https://en.wiktionary.org/wiki/linaw,wiktionary,
linog,linog,noun,earthquake,,,https://en.wiktionary.org/wiki/linog,wiktionary,
linti,linti,noun,lentils,,,https://en.wiktionary.org/wiki/linti,wiktionary,
lingkoranan,lingkoranan,noun,a seat; a chair,,,https://en.wiktionary.org/wiki/lingkoranan,wiktionary,
liog,liog,noun,(anatomy) neck,,,https://en.wiktionary.org/wiki/liog,wiktionary,
liso,liso,noun,seed,,,https://en.wiktionary.org/wiki/liso,wiktionary,
lomot,lomot,noun,moss (plants of the division Bryophyta),,,https://en.wiktionary.org/wiki/lomot,wiktionary,
luab,luab,noun,collar,,,https://en.wiktionary.org/wiki/luab,wiktionary,
lubi,lubi,noun,"(mythology) a mythological figure of Albanian folklore imagined as a spiteful multiheaded serpentine dragon woman (also imagined as a serpent or demon), not dissimilar to a Lernean Hydra in Ancient Greek folklore. The number of heads varies from 7 to 100, and when one is cut off another grows in its place.",,,https://en.wiktionary.org/wiki/lubi,wiktionary,
lubong,lubong,noun,burial (act of burying),,,https://en.wiktionary.org/wiki/lubong,wiktionary,
lugpitan,lugpitan,noun,"press, vice, clamp",,,https://en.wiktionary.org/wiki/lugpitan,wiktionary,
luha,luha,noun,tear,,,https://en.wiktionary.org/wiki/luha,wiktionary,
lunang,lunang,noun,mud,,,https://en.wiktionary.org/wiki/lunang,wiktionary,
lungsod,lungsod,noun,city,,,https://en.wiktionary.org/wiki/lungsod,wiktionary,
luy-a,luy-a,noun,ginger (Zingiber officinale),,,https://en.wiktionary.org/wiki/luy-a,wiktionary,
mais,mais,noun,maize; corn,,,https://en.wiktionary.org/wiki/mais,wiktionary,
mamaw,mamaw,noun,"(UK, dialect, Scottish lowlands) One's mother.",,,https://en.wiktionary.org/wiki/mamaw,wiktionary,
man-og,man-og,noun,snake,,,https://en.wiktionary.org/wiki/man-og,wiktionary,
mananap,mananap,noun,"any animal Coordinate terms: hayop, ihalas",,,https://en.wiktionary.org/wiki/mananap,wiktionary,
manang,manang,noun,elder sister; big sister,,,https://en.wiktionary.org/wiki/manang,wiktionary,
manay,manay,noun,male ca kading manay ― a male goat,,,https://en.wiktionary.org/wiki/manay,wiktionary,
manok,manok,noun,"chicken, poultry, fowl",,,https://en.wiktionary.org/wiki/manok,wiktionary,
manol,manol,noun,the Arabian jasmine (Jasminum sambac),,,https://en.wiktionary.org/wiki/manol,wiktionary,
manong,manong,noun,elder brother; big brother,,,https://en.wiktionary.org/wiki/manong,wiktionary,
manoy,manoy,noun,elder brother; big brother Nagtatabang si manoy sa samuyang mga magurang sa mga gibohon sa harong.Our big brother helps our parents do housework.,,,https://en.wiktionary.org/wiki/manoy,wiktionary,
mangga,mangga,noun,mango,,,https://en.wiktionary.org/wiki/mangga,wiktionary,
mango,mango,noun,"A tropical Asian fruit tree, Mangifera indica.",,,https://en.wiktionary.org/wiki/mango,wiktionary,
maragomo,maragomo,noun,short with someone,,,https://en.wiktionary.org/wiki/maragomo,wiktionary,
mata,mata,noun,"A respectful title for a female spiritual leader or for a wife, mother, or grandmother of a male spiritual leader.",,,https://en.wiktionary.org/wiki/mata,wiktionary,
matápan,matápan,noun,"flat, level, plain",,,https://en.wiktionary.org/wiki/mat%C3%A1pan,wiktionary,
milok,milok,noun,eyelash,,,https://en.wiktionary.org/wiki/milok,wiktionary,
monyeka,monyeka,noun,alternative spelling of munyeka,,,https://en.wiktionary.org/wiki/monyeka,wiktionary,
multa,multa,noun,fine,,,https://en.wiktionary.org/wiki/multa,wiktionary,
mumho,mumho,noun,fallen crumbs of cooked rice on the floor or table,,,https://en.wiktionary.org/wiki/mumho,wiktionary,
munga,munga,noun,(obsolete) The bonnet monkey.,,,https://en.wiktionary.org/wiki/munga,wiktionary,
musika,musika,noun,music,,,https://en.wiktionary.org/wiki/musika,wiktionary,
namit,namit,noun,"taste, flavor",,,https://en.wiktionary.org/wiki/namit,wiktionary,
Negrense,negrense,noun,A native or inhabitant of the Philippine island of Negros,,,https://en.wiktionary.org/wiki/Negrense,wiktionary,
nipa,nipa,noun,A palm tree of the species Nypa fruticans.,,,https://en.wiktionary.org/wiki/nipa,wiktionary,
numero,numero,noun,The sign ⟨ № ⟩.,,,https://en.wiktionary.org/wiki/numero,wiktionary,
ngalan,ngalan,noun,name,,,https://en.wiktionary.org/wiki/ngalan,wiktionary,
okra,okra,noun,"The edible immature mucilaginous seed pod (properly, capsule) of the Abelmoschus esculentus.",,,https://en.wiktionary.org/wiki/okra,wiktionary,
paa,paa,noun,(international standards) ISO 639-2 & ISO 639-5 language code for Papuan languages.,,,https://en.wiktionary.org/wiki/paa,wiktionary,
paalam,paalam,noun,causative of álam,,,https://en.wiktionary.org/wiki/paalam,wiktionary,
pabrika,pabrika,noun,factory,,,https://en.wiktionary.org/wiki/pabrika,wiktionary,
pader,pader,noun,stone or concrete wall or fence,,,https://en.wiktionary.org/wiki/pader,wiktionary,
padong,padong,noun,umbrella,,,https://en.wiktionary.org/wiki/padong,wiktionary,
padugi,padugi,noun,method,,,https://en.wiktionary.org/wiki/padugi,wiktionary,
paglaum,paglaum,noun,hope,,,https://en.wiktionary.org/wiki/paglaum,wiktionary,
paka,paka,noun,frog,,,https://en.wiktionary.org/wiki/paka,wiktionary,
paklay,paklay,noun,"a Filipino dish made from various pork, goat, or beef tripe or offal (internal organs), with sautéed spices, such as julienned ginger, chilis (siling mahaba), bamboo shoots (labong), carrots, bell pepper, tomatoes, garlic, onions, and black pepper, among other ingredients, especially in the cuisine of Central Visayas and Mindanao",,,https://en.wiktionary.org/wiki/paklay,wiktionary,
palahubog,palahubog,noun,"drunkard, alcoholic",,,https://en.wiktionary.org/wiki/palahubog,wiktionary,
panakot,panakot,noun,a spice,,,https://en.wiktionary.org/wiki/panakot,wiktionary,
pananglitan,pananglitan,noun,"an analogy, example, or illustration",,,https://en.wiktionary.org/wiki/pananglitan,wiktionary,
pangalikog,pangalikog,noun,a probe,,,https://en.wiktionary.org/wiki/pangalikog,wiktionary,
panganud,panganud,noun,cloud,,,https://en.wiktionary.org/wiki/panganud,wiktionary,
paryente,paryente,noun,a relative,,,https://en.wiktionary.org/wiki/paryente,wiktionary,
pasahi,pasahi,noun,"extraordinary, exceptional, remarkable",,,https://en.wiktionary.org/wiki/pasahi,wiktionary,
Passinhon,passinhon,noun,resident or inhabitant of Passi,,,https://en.wiktionary.org/wiki/Passinhon,wiktionary,
patani,patani,noun,lima beans,,,https://en.wiktionary.org/wiki/patani,wiktionary,
patatas,patatas,noun,a potato,,,https://en.wiktionary.org/wiki/patatas,wiktionary,
patay,patay,noun,to kill,,,https://en.wiktionary.org/wiki/patay,wiktionary,
pating,pating,noun,shark,,,https://en.wiktionary.org/wiki/pating,wiktionary,
patron,patron,noun,"One who protects or supports; a defender or advocate. c. 1590–1592 (date written), William Shakespeare, “The Taming of the Shrew”, in Mr. William Shakespeares Comedies, Histories, & Tragedies […] (First Folio), London: […] Isaac Iaggard, and Ed[ward] Blount, published 1623, →OCLC, [Act IV, scene ii]:patron of my life and liberty",,,https://en.wiktionary.org/wiki/patron,wiktionary,
payong,payong,noun,(historical) A parasol used as a Javanese emblem of rank.,,,https://en.wiktionary.org/wiki/payong,wiktionary,
pelikula,pelikula,noun,(photography) film (medium used to capture images),,,https://en.wiktionary.org/wiki/pelikula,wiktionary,
petsay,petsay,noun,Chinese cabbage (either napa cabbage or bok choy),,,https://en.wiktionary.org/wiki/petsay,wiktionary,
pigtot,pigtot,noun,coccyx; tailbone,,,https://en.wiktionary.org/wiki/pigtot,wiktionary,
pikoy,pikoy,noun,"(anatomy, humorous) the penis",,,https://en.wiktionary.org/wiki/pikoy,wiktionary,
pilak,pilak,noun,silver,,,https://en.wiktionary.org/wiki/pilak,wiktionary,
pildoras,pildoras,noun,pill,,,https://en.wiktionary.org/wiki/pildoras,wiktionary,
pililion,pililion,noun,"nominee, one who is worthy or desirable to be chosen",,,https://en.wiktionary.org/wiki/pililion,wiktionary,
pito,pito,noun,A type of beer made from fermented millet or sorghum in parts of West Africa.,,,https://en.wiktionary.org/wiki/pito,wiktionary,
piyansa,piyansa,noun,(law) bail,,,https://en.wiktionary.org/wiki/piyansa,wiktionary,
pobre,pobre,noun,poor; impoverished,,,https://en.wiktionary.org/wiki/pobre,wiktionary,
polbora,polbora,noun,gunpowder,,,https://en.wiktionary.org/wiki/polbora,wiktionary,
Pototanon,pototanon,noun,resident or inhabitant of Pototan,,,https://en.wiktionary.org/wiki/Pototanon,wiktionary,
premyo,premyo,noun,alternative form of premiyo,,,https://en.wiktionary.org/wiki/premyo,wiktionary,
primo,primo,noun,(music) The principal part of a duet.,,,https://en.wiktionary.org/wiki/primo,wiktionary,
probinsya,probinsya,noun,alternative spelling of probinsiya,,,https://en.wiktionary.org/wiki/probinsya,wiktionary,
propeta,propeta,noun,prophet,,,https://en.wiktionary.org/wiki/propeta,wiktionary,
pulu,pulu,noun,"A silky material obtained from the fibres of Cibotium glaucum, a tree fern of Hawaii.",,,https://en.wiktionary.org/wiki/pulu,wiktionary,
punoan,punoan,noun,"base, foot (of trees)",,,https://en.wiktionary.org/wiki/punoan,wiktionary,
punse,punse,noun,a mixed alcoholic drink,,,https://en.wiktionary.org/wiki/punse,wiktionary,
